日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
105/01/04,"3,564,019","16,956,319",4.80,4.84,4.68,4.69,-0.09,924
105/01/05,"2,504,182","11,692,096",4.69,4.74,4.62,4.63,-0.06,752
105/01/06,"4,528,184","20,886,563",4.63,4.69,4.57,4.60,-0.03,"1,073"
105/01/07,"6,462,223","29,128,814",4.60,4.63,4.45,4.49,-0.11,"1,275"
105/01/08,"3,729,252","16,547,177",4.32,4.49,4.32,4.49, 0.00,829
105/01/11,"3,993,067","17,609,959",4.50,4.50,4.38,4.38,-0.11,925
105/01/12,"3,106,461","13,593,097",4.41,4.44,4.32,4.36,-0.02,836
105/01/13,"3,815,520","16,617,441",4.36,4.43,4.32,4.34,-0.02,"1,008"
105/01/14,"4,901,078","20,664,350",4.28,4.29,4.18,4.19,-0.15,"1,159"
105/01/15,"3,934,036","16,452,278",4.23,4.25,4.15,4.15,-0.04,913
105/01/18,"3,757,180","15,638,745",4.08,4.30,4.08,4.25,+0.10,885
105/01/19,"4,438,446","19,137,175",4.25,4.38,4.21,4.37,+0.12,"1,270"
105/01/20,"3,720,036","15,965,475",4.35,4.35,4.24,4.25,-0.12,875
105/01/21,"4,062,148","17,206,805",4.22,4.30,4.21,4.22,-0.03,832
105/01/22,"2,434,100","10,438,694",4.26,4.34,4.24,4.29,+0.07,574
105/01/25,"3,145,208","13,643,783",4.34,4.38,4.31,4.34,+0.05,894
105/01/26,"1,980,376","8,510,867",4.33,4.34,4.28,4.29,-0.05,553
105/01/27,"2,009,248","8,655,883",4.30,4.35,4.28,4.29, 0.00,452
105/01/28,"4,074,322","17,544,892",4.29,4.35,4.26,4.34,+0.05,844
105/01/29,"16,910,775","66,121,092",3.91,3.91,3.91,3.91,-0.43,"2,470"
105/01/30,"28,136,231","105,811,471",3.61,3.89,3.60,3.83,-0.08,"4,694"
105/02/01,"27,391,896","100,405,308",3.75,3.78,3.62,3.66,-0.17,"4,153"
105/02/02,"13,314,816","49,567,360",3.64,3.83,3.60,3.77,+0.11,"3,078"
105/02/03,"8,142,344","30,042,118",3.73,3.74,3.66,3.67,-0.10,"1,406"
105/02/15,"5,664,479","20,636,647",3.65,3.67,3.60,3.64,-0.03,"1,427"
105/02/16,"7,428,292","27,607,767",3.67,3.76,3.66,3.75,+0.11,"1,433"
105/02/17,"5,639,860","21,394,629",3.86,3.86,3.75,3.78,+0.03,"1,246"
105/02/18,"5,388,509","20,330,365",3.80,3.82,3.75,3.75,-0.03,"1,246"
105/02/19,"3,914,510","14,751,129",3.75,3.80,3.75,3.80,+0.05,957
105/02/22,"3,650,179","13,777,567",3.80,3.81,3.75,3.76,-0.04,934
105/02/23,"5,027,299","18,901,247",3.79,3.79,3.74,3.76, 0.00,"1,237"
105/02/24,"4,811,154","17,969,999",3.76,3.78,3.71,3.72,-0.04,"1,181"
105/02/25,"5,990,400","22,244,881",3.73,3.75,3.69,3.72, 0.00,"1,214"
105/02/26,"6,100,587","22,782,558",3.71,3.79,3.70,3.78,+0.06,"1,434"
105/03/01,"4,840,271","18,143,879",3.73,3.77,3.73,3.74,-0.04,"1,403"
105/03/02,"11,735,011","44,864,888",3.75,3.85,3.75,3.85,+0.11,"2,346"
105/03/03,"41,880,953","173,347,957",3.92,4.23,3.92,4.23,+0.38,"4,996"
105/03/04,"26,761,306","115,648,744",4.23,4.47,4.13,4.38,+0.15,"5,382"
105/03/07,"12,707,906","55,671,772",4.38,4.45,4.31,4.40,+0.02,"2,977"
105/03/08,"8,368,172","37,039,918",4.48,4.48,4.39,4.42,+0.02,"2,227"
105/03/09,"6,459,266","28,312,292",4.42,4.43,4.34,4.40,-0.02,"1,705"
105/03/10,"11,301,518","50,917,853",4.40,4.57,4.37,4.55,+0.15,"2,814"
105/03/11,"6,608,255","29,645,445",4.57,4.57,4.45,4.45,-0.10,"1,564"
105/03/14,"6,998,559","30,673,860",4.45,4.45,4.35,4.39,-0.06,"1,615"
105/03/15,"8,006,865","34,334,726",4.35,4.43,4.11,4.20,-0.19,"1,733"
105/03/16,"4,271,430","18,455,921",4.23,4.37,4.23,4.32,+0.12,"1,254"
105/03/17,"5,221,280","22,482,416",4.32,4.42,4.23,4.23,-0.09,"1,318"
105/03/18,"7,321,618","31,457,892",4.27,4.40,4.25,4.25,+0.02,"1,783"
105/03/21,"3,511,908","14,863,029",4.25,4.26,4.20,4.22,-0.03,"1,133"
105/03/22,"4,803,009","20,046,394",4.16,4.22,4.15,4.16,-0.06,"1,311"
105/03/23,"3,375,630","14,025,630",4.15,4.20,4.13,4.15,-0.01,932
105/03/24,"4,078,893","16,815,043",4.15,4.16,4.10,4.12,-0.03,997
105/03/25,"4,654,506","19,022,145",4.12,4.15,4.05,4.08,-0.04,945
105/03/28,"4,437,811","18,083,506",4.08,4.13,4.05,4.07,-0.01,849
105/03/29,"4,059,275","16,535,908",4.07,4.12,4.05,4.06,-0.01,912
105/03/30,"3,087,480","12,636,120",4.07,4.12,4.07,4.10,+0.04,960
105/03/31,"6,071,587","25,258,368",4.12,4.21,4.12,4.20,+0.10,"1,576"
105/04/01,"5,111,650","21,408,143",4.21,4.26,4.14,4.14,-0.06,"1,249"
105/04/06,"3,374,862","13,784,115",4.11,4.13,4.07,4.08,-0.06,939
105/04/07,"3,526,036","14,306,124",4.08,4.10,4.04,4.04,-0.04,725
105/04/08,"4,030,249","16,276,492",4.01,4.07,4.01,4.06,+0.02,742
105/04/11,"3,216,103","12,944,305",4.05,4.05,4.00,4.05,-0.01,688
105/04/12,"4,802,446","19,390,464",4.02,4.07,4.02,4.03,-0.02,892
105/04/13,"2,996,653","12,094,142",4.03,4.06,4.02,4.03, 0.00,820
105/04/14,"2,658,727","10,765,672",4.06,4.09,4.03,4.06,+0.03,737
105/04/15,"2,308,028","9,318,191",4.06,4.06,4.02,4.03,-0.03,620
105/04/18,"3,002,731","12,058,604",4.01,4.04,4.00,4.02,-0.01,684
105/04/19,"2,605,510","10,475,650",4.03,4.05,4.00,4.02, 0.00,730
105/04/20,"3,761,041","15,051,303",4.03,4.03,3.98,3.98,-0.04,"1,016"
105/04/21,"2,203,019","8,816,031",4.00,4.02,3.99,3.99,+0.01,625
105/04/22,"16,669,827","69,695,243",4.00,4.24,4.00,4.19,+0.20,"2,535"
105/04/25,"4,361,368","17,987,530",4.19,4.19,4.09,4.10,-0.09,888
105/04/26,"4,009,816","16,337,854",4.10,4.10,4.05,4.07,-0.03,785
105/04/27,"3,095,900","12,526,718",4.07,4.08,4.02,4.04,-0.03,729
105/04/28,"3,877,476","15,585,534",4.04,4.07,3.99,4.00,-0.04,931
105/04/29,"31,300,148","112,906,149",3.60,3.68,3.60,3.60,-0.40,"4,241"
105/05/03,"24,961,123","82,873,536",3.32,3.40,3.27,3.35,-0.25,"4,097"
105/05/04,"7,259,187","24,207,806",3.33,3.39,3.31,3.32,-0.03,"1,413"
105/05/05,"6,040,283","19,942,980",3.32,3.35,3.28,3.28,-0.04,"1,242"
105/05/06,"6,075,401","20,031,794",3.30,3.37,3.26,3.37,+0.09,"1,333"
105/05/09,"3,538,517","11,856,643",3.37,3.39,3.32,3.33,-0.04,820
105/05/10,"6,265,118","20,542,746",3.32,3.32,3.25,3.26,-0.07,"1,017"
105/05/11,"3,893,652","12,746,457",3.28,3.30,3.26,3.27,+0.01,722
105/05/12,"4,003,207","13,009,550",3.25,3.27,3.23,3.23,-0.04,717
105/05/13,"10,494,380","32,866,844",3.23,3.23,3.04,3.05,-0.18,"1,500"
105/05/16,"7,548,490","22,694,320",3.05,3.08,2.99,3.00,-0.05,"1,265"
105/05/17,"7,952,718","23,715,987",3.00,3.03,2.95,3.02,+0.02,"1,385"
105/05/18,"44,010,135","122,500,434",2.80,2.90,2.72,2.88,-0.14,"7,033"
105/05/19,"8,022,973","22,046,916",2.71,2.82,2.70,2.72,-0.16,"2,012"
105/05/20,"3,176,267","8,672,411",2.70,2.80,2.70,2.74,+0.02,912
105/05/23,"3,563,409","9,671,898",2.70,2.77,2.70,2.73,-0.01,781
105/05/24,"3,370,760","9,186,876",2.69,2.77,2.62,2.76,+0.03,746
105/05/25,"3,126,619","8,789,586",2.71,2.87,2.71,2.85,+0.09,862
105/05/26,"7,312,162","22,737,702",2.87,3.13,2.87,3.13,+0.28,"1,750"
105/05/27,"7,633,096","24,847,465",3.13,3.33,3.10,3.30,+0.17,"1,111"
105/05/30,"3,131,696","10,045,192",3.21,3.28,3.15,3.19,-0.11,672
105/05/31,"14,434,965","42,317,184",3.23,3.23,2.88,2.88,-0.31,"1,344"
105/06/01,"14,784,478","39,150,870",2.60,2.77,2.60,2.65,-0.23,"2,518"
105/06/02,"9,583,852","25,683,182",2.65,2.75,2.63,2.68,+0.03,"1,424"
105/06/03,"8,132,317","22,108,414",2.67,2.76,2.67,2.74,+0.06,"1,306"
105/06/04,"6,346,507","16,990,499",2.73,2.74,2.64,2.68,-0.06,576
105/06/06,"7,921,545","20,811,884",2.65,2.70,2.60,2.62,-0.06,"1,907"
105/06/07,"11,088,380","28,624,467",2.62,2.65,2.50,2.54,-0.08,"2,775"
105/06/08,"14,883,194","37,331,130",2.52,2.54,2.48,2.53,-0.01,"3,132"
105/06/13,"11,737,170","28,986,488",2.48,2.63,2.41,2.60,+0.07,"3,446"
105/06/14,"22,426,845","53,466,938",2.58,2.58,2.34,2.34,-0.26,"2,744"
105/06/15,"16,197,869","35,412,631",2.36,2.36,2.11,2.26,-0.08,"2,190"
105/06/16,"9,666,771","22,704,788",2.35,2.41,2.26,2.32,+0.06,"1,496"
105/06/17,"42,215,603","95,131,900",2.34,2.39,2.20,2.24,-0.08,"2,060"
105/06/20,"9,571,358","21,764,650",2.24,2.29,2.24,2.29,+0.05,"1,209"
105/06/21,"9,624,171","22,260,134",2.27,2.39,2.27,2.37,+0.08,"1,412"
105/06/22,"13,163,711","33,291,212",2.44,2.60,2.38,2.59,+0.22,"1,302"
105/06/23,"12,706,359","33,754,816",2.54,2.78,2.54,2.72,+0.13,"1,519"
105/06/24,"9,829,457","26,190,586",2.77,2.77,2.54,2.59,-0.13,"1,144"
105/06/27,"4,793,295","12,920,256",2.60,2.76,2.52,2.75,+0.16,647
105/06/28,"9,634,521","26,784,636",2.76,2.87,2.65,2.73,-0.02,"1,401"
105/06/29,"4,629,662","12,604,366",2.79,2.79,2.69,2.75,+0.02,704
105/06/30,"6,948,248","19,471,118",2.82,2.85,2.74,2.83,+0.08,977
105/07/01,"5,559,407","15,585,287",2.84,2.85,2.77,2.83, 0.00,804
105/07/04,"3,587,083","10,057,137",2.84,2.86,2.79,2.82,-0.01,558
105/07/05,"4,551,248","12,905,129",2.83,2.86,2.81,2.86,+0.04,663
105/07/06,"4,322,177","12,270,126",2.82,2.86,2.81,2.85,-0.01,583
105/07/07,"11,817,685","36,281,629",3.13,3.13,3.01,3.08,+0.23,"1,306"
105/07/11,"20,961,157","68,788,851",3.10,3.38,3.09,3.33,+0.25,"2,192"
105/07/12,"18,048,913","60,397,650",3.47,3.47,3.16,3.33, 0.00,"1,904"
105/07/13,"10,771,354","35,893,033",3.34,3.38,3.28,3.33, 0.00,"1,504"
105/07/14,"5,266,108","17,451,676",3.34,3.34,3.26,3.33, 0.00,780
105/07/15,"9,278,963","31,401,473",3.34,3.42,3.34,3.37,+0.04,"1,528"
105/07/18,"11,596,714","40,271,349",3.35,3.54,3.35,3.53,+0.16,"1,451"
105/07/19,"20,494,256","77,088,368",3.54,3.84,3.53,3.80,+0.27,"2,415"
105/07/20,"15,128,760","58,802,119",3.87,4.00,3.79,4.00,+0.20,"1,942"
105/07/21,"27,642,952","114,977,784",4.08,4.39,3.92,4.10,+0.10,"2,812"
105/07/22,"11,994,518","48,131,493",4.09,4.10,3.94,4.02,-0.08,"1,407"
105/07/25,"14,747,210","57,600,634",4.09,4.10,3.75,3.78,-0.24,"1,350"
105/07/26,"9,379,411","35,387,703",3.70,3.88,3.59,3.87,+0.09,"1,014"
105/07/27,"8,664,461","34,489,006",3.88,4.03,3.88,4.00,+0.13,"1,094"
105/07/28,"7,660,064","30,716,203",4.05,4.09,3.95,3.98,-0.02,929
105/07/29,"10,853,384","43,817,361",4.03,4.08,3.98,4.08,+0.10,"1,264"
105/08/01,"12,220,242","51,263,965",4.10,4.28,4.10,4.18,+0.10,"1,344"
105/08/02,"6,486,079","27,076,328",4.19,4.23,4.13,4.22,+0.04,806
105/08/03,"6,742,921","28,142,347",4.19,4.23,4.10,4.17,-0.05,836
105/08/04,"6,359,258","26,736,511",4.19,4.27,4.17,4.20,+0.03,788
105/08/05,"5,497,265","23,031,987",4.21,4.25,4.16,4.20, 0.00,762
105/08/08,"22,262,908","96,790,386",4.20,4.42,4.20,4.40,+0.20,"2,317"
105/08/09,"15,988,177","70,064,803",4.44,4.46,4.25,4.33,-0.07,"1,881"
105/08/10,"5,869,359","25,187,088",4.33,4.37,4.26,4.28,-0.05,829
105/08/11,"16,851,858","67,912,832",4.36,4.36,3.86,4.08,-0.20,"1,322"
105/08/12,"7,172,881","28,587,799",4.10,4.10,3.90,4.05,-0.03,945
105/08/15,"3,905,128","15,894,332",4.01,4.15,4.01,4.15,+0.10,692
105/08/16,"7,099,642","29,730,259",4.20,4.22,4.12,4.19,+0.04,"1,332"
105/08/17,"9,008,718","38,468,740",4.25,4.32,4.12,4.26,+0.07,"1,802"
105/08/18,"16,472,853","72,609,840",4.21,4.47,4.21,4.45,+0.19,"2,122"
105/08/19,"11,404,666","50,435,107",4.50,4.54,4.33,4.38,-0.07,"1,677"
105/08/22,"5,987,869","25,124,458",4.32,4.37,4.14,4.18,-0.20,989
105/08/23,"2,289,947","9,597,812",4.20,4.25,4.15,4.16,-0.02,467
105/08/24,"2,240,799","9,373,954",4.08,4.23,4.08,4.20,+0.04,763
105/08/25,"3,227,998","13,556,609",4.20,4.23,4.18,4.19,-0.01,916
105/08/26,"4,954,965","20,948,313",4.22,4.25,4.20,4.21,+0.02,629
105/08/29,"8,276,666","35,371,807",4.21,4.35,4.12,4.30,+0.09,927
105/08/30,"9,438,294","40,600,279",4.30,4.35,4.28,4.28,-0.02,875
105/08/31,"3,370,280","14,074,276",4.21,4.25,4.14,4.18,-0.10,586
105/09/01,"2,620,336","10,939,478",4.15,4.22,4.13,4.20,+0.02,532
105/09/02,"3,239,485","13,415,858",4.18,4.21,4.11,4.14,-0.06,607
105/09/05,"6,440,656","26,457,159",4.14,4.15,4.06,4.09,-0.05,649
105/09/06,"6,045,733","24,214,177",4.07,4.09,3.96,4.00,-0.09,809
105/09/07,"8,622,605","33,650,664",3.99,4.05,3.66,4.00, 0.00,"1,089"
105/09/08,"5,684,101","23,615,936",4.05,4.21,4.05,4.16,+0.16,"1,004"
105/09/09,"2,595,601","10,659,511",4.14,4.17,4.08,4.09,-0.07,539
105/09/10,"1,924,372","7,725,690",4.00,4.15,3.90,4.12,+0.03,322
105/09/12,"2,407,111","9,758,654",4.06,4.10,4.01,4.01,-0.11,481
105/09/13,"4,195,270","16,646,660",4.00,4.05,3.93,3.93,-0.08,623
105/09/14,"5,597,747","21,717,498",3.85,3.99,3.82,3.82,-0.11,672
105/09/19,"4,530,903","17,889,396",3.85,4.05,3.83,4.00,+0.18,680
105/09/20,"2,150,898","8,691,392",4.04,4.08,4.01,4.03,+0.03,543
105/09/21,"2,905,087","11,623,455",3.99,4.05,3.98,4.00,-0.03,557
105/09/22,"3,251,811","12,971,601",4.05,4.06,3.96,3.97,-0.03,541
105/09/23,"3,163,290","12,634,231",3.97,4.02,3.97,3.99,+0.02,570
105/09/26,"5,264,299","21,432,068",3.96,4.10,3.96,4.07,+0.08,816
105/09/29,"5,903,214","24,577,356",4.15,4.20,4.11,4.19,+0.12,870
105/09/30,"4,225,230","17,714,417",4.11,4.27,4.11,4.19, 0.00,638
105/10/03,"8,004,723","34,206,999",4.18,4.30,4.18,4.29,+0.10,"1,049"
105/10/04,"13,007,711","57,543,512",4.30,4.46,4.30,4.44,+0.15,"1,681"
105/10/05,"9,167,061","40,688,980",4.47,4.51,4.30,4.30,-0.14,"1,048"
105/10/06,"4,090,829","17,695,869",4.31,4.35,4.30,4.35,+0.05,506
105/10/07,"4,868,275","21,328,072",4.40,4.40,4.35,4.36,+0.01,536
105/10/11,"17,365,735","79,005,097",4.79,4.79,4.35,4.35,-0.01,"1,281"
105/10/12,"4,501,004","19,378,292",4.30,4.40,4.10,4.37,+0.02,669
105/10/13,"3,376,263","14,832,584",4.49,4.49,4.35,4.36,-0.01,600
105/10/14,"4,345,755","18,736,810",4.36,4.38,4.24,4.26,-0.10,700
105/10/17,"2,798,785","11,869,894",4.25,4.29,4.19,4.28,+0.02,652
105/10/18,"2,082,486","8,914,456",4.18,4.39,4.18,4.34,+0.06,408
105/10/19,"2,895,824","12,608,202",4.30,4.39,4.30,4.35,+0.01,702
105/10/20,"5,914,504","26,043,712",4.36,4.45,4.33,4.44,+0.09,929
105/10/21,"8,734,927","39,543,351",4.51,4.60,4.48,4.53,+0.09,"1,061"
105/10/24,"7,143,030","32,808,264",4.51,4.63,4.51,4.62,+0.09,"1,076"
105/10/25,"10,359,507","48,974,676",4.67,4.78,4.67,4.73,+0.11,"1,164"
105/10/26,"8,047,521","37,876,563",4.73,4.75,4.63,4.68,-0.05,904
105/10/27,"4,253,622","19,794,181",4.63,4.70,4.60,4.67,-0.01,767
105/10/28,"14,020,337","62,408,326",4.67,4.67,4.30,4.40,-0.27,"1,558"
105/10/31,"3,704,553","16,005,622",4.32,4.39,4.25,4.37,-0.03,658
105/11/01,"2,569,487","11,126,274",4.30,4.37,4.30,4.32,-0.05,665
105/11/02,"5,748,091","24,209,348",4.27,4.30,4.17,4.18,-0.14,767
105/11/03,"7,132,753","29,180,741",4.08,4.18,4.06,4.09,-0.09,961
105/11/04,"3,832,317","15,697,551",4.06,4.14,4.01,4.13,+0.04,710
105/11/07,"2,899,996","12,078,261",4.08,4.20,4.08,4.16,+0.03,415
105/11/08,"3,029,925","12,619,150",4.16,4.23,4.12,4.18,+0.02,492
105/11/09,"7,311,786","29,421,722",4.16,4.17,3.88,3.98,-0.20,946
105/11/10,"4,971,627","20,225,743",4.07,4.15,4.01,4.04,+0.06,845
105/11/11,"4,994,154","19,968,116",3.96,4.04,3.96,3.97,-0.07,662
105/11/14,"2,596,547","10,503,648",3.99,4.08,3.99,4.06,+0.09,350
105/11/15,"2,579,071","10,588,174",4.03,4.15,3.98,4.11,+0.05,536
105/11/16,"1,744,995","7,135,842",4.10,4.20,4.03,4.08,-0.03,475
105/11/17,"1,299,946","5,332,921",4.10,4.13,4.08,4.11,+0.03,295
105/11/18,"2,058,164","8,474,182",4.10,4.16,4.06,4.15,+0.04,534
105/11/21,"1,850,526","7,580,014",4.09,4.13,4.08,4.10,-0.05,582
105/11/22,"3,467,042","14,218,753",4.11,4.15,4.09,4.09,-0.01,490
105/11/23,"2,632,099","10,698,697",4.14,4.14,4.02,4.03,-0.06,548
105/11/24,"3,937,773","15,713,866",3.97,4.03,3.97,3.99,-0.04,678
105/11/25,"1,811,998","7,207,468",3.95,4.00,3.95,3.99, 0.00,387
105/11/28,"2,105,349","8,384,717",3.96,4.00,3.95,3.97,-0.02,522
105/11/29,"2,464,627","9,884,395",3.95,4.07,3.95,4.06,+0.09,527
105/11/30,"2,304,919","9,277,284",4.06,4.08,3.99,4.04,-0.02,494
105/12/01,"1,676,695","6,730,080",4.04,4.05,3.99,4.02,-0.02,304
105/12/02,"2,685,138","10,700,361",4.01,4.02,3.96,3.97,-0.05,369
105/12/05,"2,341,601","9,346,167",4.00,4.01,3.96,3.99,+0.02,411
105/12/06,"5,628,828","22,498,172",3.99,4.03,3.98,4.02,+0.03,"1,159"
105/12/07,"2,841,404","11,525,163",4.02,4.10,3.98,4.10,+0.08,758
105/12/08,"3,370,844","13,521,991",4.00,4.04,3.99,4.01,-0.09,612
105/12/09,"2,524,841","10,202,401",4.01,4.09,4.00,4.07,+0.06,573
105/12/12,"5,079,032","20,787,533",4.07,4.14,4.07,4.09,+0.02,941
105/12/13,"5,589,754","22,763,920",4.07,4.14,4.05,4.07,-0.02,900
105/12/14,"6,988,364","28,588,157",4.07,4.11,4.07,4.10,+0.03,"1,078"
105/12/15,"7,860,825","32,687,836",4.08,4.19,4.08,4.17,+0.07,"1,050"
105/12/16,"16,742,527","73,988,696",4.19,4.50,4.19,4.45,+0.28,"2,116"
105/12/19,"9,711,040","43,415,763",4.51,4.53,4.42,4.47,+0.02,"1,296"
105/12/20,"9,618,295","43,442,951",4.47,4.62,4.44,4.56,+0.09,"1,337"
105/12/21,"13,664,793","63,681,904",4.60,4.69,4.56,4.66,+0.10,"1,693"
105/12/22,"9,452,778","43,153,121",4.66,4.72,4.42,4.63,-0.03,"1,120"
105/12/23,"6,128,464","27,873,949",4.59,4.63,4.50,4.51,-0.12,691
105/12/26,"4,124,875","18,724,036",4.64,4.64,4.50,4.52,+0.01,461
105/12/27,"4,493,756","20,506,967",4.55,4.61,4.50,4.60,+0.08,703
105/12/28,"6,427,769","30,005,890",4.62,4.69,4.60,4.66,+0.06,882
105/12/29,"3,298,276","15,318,460",4.63,4.69,4.62,4.64,-0.02,615
105/12/30,"4,291,224","19,953,784",4.63,4.67,4.63,4.63,-0.01,533
106/01/03,"2,579,159","11,830,835",4.60,4.60,4.56,4.60,-0.03,513
106/01/04,"2,722,800","12,468,726",4.60,4.61,4.56,4.58,-0.02,438
106/01/05,"18,603,461","87,762,092",4.60,4.75,4.59,4.75,+0.17,"1,670"
106/01/06,"29,168,880","145,931,662",4.85,5.09,4.82,5.04,+0.29,"3,012"
106/01/09,"18,110,222","92,686,873",5.04,5.19,5.02,5.12,+0.08,"1,951"
106/01/10,"28,956,032","154,952,378",5.16,5.46,5.16,5.44,+0.32,"3,205"
106/01/11,"26,863,694","149,446,350",5.66,5.66,5.46,5.60,+0.16,"3,297"
106/01/12,"21,820,141","123,412,626",5.60,5.70,5.55,5.68,+0.08,"2,956"
106/01/13,"56,640,773","344,331,409",5.70,6.24,5.68,6.24,+0.56,"6,178"
106/01/16,"52,132,346","325,749,421",6.44,6.69,5.62,6.05,-0.19,"6,658"
106/01/17,"21,565,574","133,678,374",5.93,6.35,5.93,6.32,+0.27,"4,253"
106/01/18,"19,452,619","127,346,106",6.45,6.65,6.36,6.55,+0.23,"3,527"
106/01/19,"18,452,355","116,649,460",6.65,6.65,6.18,6.25,-0.30,"4,090"
106/01/20,"23,105,724","142,460,893",6.25,6.28,5.97,6.28,+0.03,"6,636"
106/01/23,"19,441,659","126,742,224",6.40,6.60,6.31,6.60,+0.32,"3,012"
106/01/24,"24,345,407","166,574,105",6.77,7.05,6.68,6.96,+0.36,"3,405"
106/02/02,"35,492,278","257,702,574",7.10,7.39,7.04,7.37,+0.41,"5,799"
106/02/03,"35,147,125","254,825,667",7.46,7.50,6.94,7.15,-0.22,"5,893"
106/02/06,"21,968,259","155,808,478",7.15,7.30,6.99,7.06,-0.09,"4,177"
106/02/07,"27,785,732","203,687,389",7.12,7.50,7.10,7.46,+0.40,"4,737"
106/02/08,"59,981,916","472,357,732",7.65,8.06,7.60,8.01,+0.55,"7,188"
106/02/09,"35,996,998","289,019,614",8.10,8.14,7.96,8.04,+0.03,"6,210"
106/02/10,"45,220,079","381,073,005",8.10,8.55,8.05,8.50,+0.46,"6,440"
106/02/13,"58,795,466","532,202,512",8.70,9.35,8.65,9.32,+0.82,"8,646"
106/02/14,"80,275,816","715,172,721",9.51,9.55,8.42,8.58,-0.74,"15,926"
106/02/15,"45,156,667","406,369,323",9.20,9.20,8.70,9.00,+0.42,"6,075"
106/02/16,"29,349,305","252,085,261",8.83,9.03,8.25,8.55,-0.45,"5,098"
106/02/17,"13,338,992","113,930,272",8.66,8.79,8.33,8.62,+0.07,"2,965"
106/02/18,"7,610,631","65,775,143",8.65,8.72,8.52,8.67,+0.05,"1,534"
106/02/20,"13,404,910","118,143,216",8.80,9.00,8.66,8.81,+0.14,"2,668"
106/02/21,"13,435,782","115,576,668",8.89,8.91,8.46,8.60,-0.21,"2,584"
106/02/22,"11,139,321","96,105,482",8.61,8.72,8.56,8.67,+0.07,"2,838"
106/02/23,"16,635,024","147,561,249",8.69,8.98,8.69,8.89,+0.22,"3,395"
106/02/24,"21,680,968","193,952,560",8.90,9.00,8.86,8.97,+0.08,"4,278"
106/03/01,"57,636,033","554,060,525",9.19,9.86,9.19,9.85,+0.88,"9,016"
106/03/02,"32,885,361","322,555,205",10.00,10.05,9.61,9.79,-0.06,"8,908"
106/03/03,"24,026,868","230,402,305",9.80,9.80,9.41,9.66,-0.13,"7,331"
106/03/06,"26,235,594","261,191,334",9.75,10.00,9.75,10.00,+0.34,"5,087"
106/03/07,"46,755,396","420,798,564",9.00,9.00,9.00,9.00,-1.00,"8,325"
106/03/08,"89,198,090","810,429,692",8.90,9.55,8.90,9.03,+0.03,"12,361"
106/03/09,"35,659,571","316,381,819",9.05,9.20,8.56,8.80,-0.23,"7,111"
106/03/10,"37,613,958","311,343,845",8.70,8.70,7.99,8.52,-0.28,"5,932"
106/03/13,"17,112,664","149,145,400",8.40,8.86,8.38,8.83,+0.31,"3,756"
106/03/14,"25,921,120","235,323,401",8.85,9.30,8.85,9.10,+0.27,"5,197"
106/03/15,"24,739,952","229,579,034",9.33,9.38,9.11,9.35,+0.25,"4,702"
106/03/16,"31,451,546","299,461,033",9.43,9.75,9.38,9.60,+0.25,"5,110"
106/03/17,"15,494,264","145,673,130",9.60,9.67,9.28,9.35,-0.25,"3,330"
106/03/20,"25,128,779","240,104,779",9.59,9.66,9.30,9.65,+0.30,"4,592"
106/03/21,"24,647,093","236,931,215",9.56,9.67,9.46,9.64,-0.01,"4,705"
106/03/22,"16,231,143","156,208,617",9.46,9.78,9.32,9.70,+0.06,"2,979"
106/03/23,"38,589,713","382,888,365",9.65,10.05,9.59,9.95,+0.25,"6,542"
106/03/24,"33,045,080","333,564,033",10.00,10.30,9.95,9.95, 0.00,"4,942"
106/03/27,"104,764,175","1,112,412,347",10.10,10.90,10.05,10.85,+0.90,"10,800"
106/03/28,"50,612,808","553,692,538",11.00,11.15,10.60,11.00,+0.15,"7,809"
106/03/29,"80,018,132","934,248,418",11.40,12.00,11.30,12.00,+1.00,"9,525"
106/03/30,"79,108,279","1,008,045,427",12.10,13.10,12.00,13.10,+1.10,"13,094"
106/03/31,"66,206,430","839,904,868",13.30,13.45,12.05,12.70,-0.40,"9,938"
106/04/05,"49,261,428","596,151,659",12.70,12.70,11.45,12.60,-0.10,"4,994"
106/04/06,"44,170,982","559,039,991",12.60,13.00,12.25,13.00,+0.40,"3,969"
106/04/07,"52,200,862","708,801,600",13.00,14.25,12.80,14.25,+1.25,"6,860"
106/04/10,"63,730,313","934,240,254",13.80,15.25,13.80,14.00,-0.25,"6,709"
106/04/11,"28,466,362","392,648,999",14.00,14.20,13.50,13.65,-0.35,"3,125"
106/04/12,"26,392,941","349,704,244",13.65,13.85,13.00,13.00,-0.65,"3,161"
106/04/13,"28,111,580","368,014,740",13.00,13.45,12.90,13.10,+0.10,"2,752"
106/04/14,"26,844,625","339,621,944",13.00,13.00,12.40,12.50,-0.60,"2,940"
106/04/17,"25,473,427","321,915,680",12.50,13.25,12.05,13.20,+0.70,"2,752"
106/04/18,"23,697,760","327,172,276",13.60,13.95,13.60,13.80,+0.60,"3,131"
106/04/19,"23,973,769","326,650,936",13.60,14.00,13.20,13.50,-0.30,"2,960"
106/04/20,"17,708,965","236,868,610",13.30,13.65,13.15,13.25,-0.25,"2,537"
106/04/21,"10,409,492","138,484,191",13.50,13.50,13.15,13.25, 0.00,"1,993"
106/04/24,"15,481,505","201,505,065",13.00,13.20,12.80,13.00,-0.25,"1,905"
